Nome,Tipo de Iniciativa,Resultado esperado,Objetivo Estratégico,Unidade,Ano,Prazo,Estado,Porcentagem  de conclusão
"Adequar a descrição das páginas de transparência, conforme princípios da Linguagem Simples",OBES - Objetivo Estratégico,Adequação Realizada,Elevar o nível de satisfação do cliente e da imagem institucional,OUVIDORIA - OUVIDORIA E TRANSP,2025,31-07-2025 00:00:00,Concluído,"100,00"
PNTP_Realizar certificação em ouvidoria (CGE - GUIA 2024),PNTP - Programa Nacional de Transparência Pública,Certificação em ouvidoria realizada,"Promover a satisfação do colaborador e aumentar suas competências, habilidades e atitudes",OUVIDORIA - OUVIDORIA E TRANSP,2025,14-12-2025 20:00:00,Planejada,
Desenvolvimento de um Regulamento de Sigilo para estabelecer diretrizes claras sobre a proteção e a confidencialidade das informações.,OBES - Objetivo Estratégico,Regulamento encaminhado para aprovação,Garantir adequação à Proteção de Dados,OUVIDORIA - OUVIDORIA E TRANSP,2025,31-07-2025 00:00:00,Em andamento,"80,00"
PNTP_Identificar e Disponibilizar no site institucional os atos normativos na transparência (Item 2.6 Guia Atricon 2025),PNTP - Programa Nacional de Transparência Pública,Atos Normativos identificados e disponibilizados,Aperfeiçoar a Governança Corporativa,OUVIDORIA - OUVIDORIA E TRANSP,2025,14-12-2025 20:00:00,Planejada,
"Promover a divulgação do canal de denúncias da MTI, com ênfase em orientar sobre os locais e os procedimentos para realizar as denúncias.",OBES - Objetivo Estratégico,Divulgação realizada,Aperfeiçoar a Governança Corporativa,OUVIDORIA - OUVIDORIA E TRANSP,2025,31-12-2025 00:00:00,Concluído,"100,00"
Identificar e estruturar bases de dados que possam ser publicadas de maneira automatizada,OBES - Objetivo Estratégico,Identificação Realizada,Elevar o nível de satisfação do cliente e da imagem institucional,OUVIDORIA - OUVIDORIA E TRANSP,2025,31-07-2025 00:00:00,Em andamento,"10,00"
PNTP_Publicar no site institucional a íntegra dos principais documentos dos processos de dispensa e inexigibilidade de licitação (Item 8.4 Guia Atricon 2025),PNTP - Programa Nacional de Transparência Pública,Documentos  publicados,Aperfeiçoar a Governança Corporativa,UGACO - UNIDADE DE GESTAO DE AQUISICOES E CONTRATOS,2025,14-12-2025 20:00:00,Planejada,
PNTP_Publicar no site institucional a íntegra dos demais documentos das fases interna das licitações (Item 8.3 Guia Atricon 2025),PNTP - Programa Nacional de Transparência Pública,Documentos  publicado,Aperfeiçoar a Governança Corporativa,UGACO - UNIDADE DE GESTAO DE AQUISICOES E CONTRATOS,2025,14-12-2025 20:00:00,Planejada,
"Revisar Mapeamento Processual e Implementar boas praticas de formalização, atendendo a legislação vigente",OBES - Objetivo Estratégico,Mapeamentos processuais revisados,Aperfeiçoar a Governança Corporativa,UGACO - UNIDADE DE GESTAO DE AQUISICOES E CONTRATOS,2025,31-12-2025 00:00:00,Em andamento,"50,00"
Acompanhar Check List nas instruções processos  da GETS/GEPM,OBES - Objetivo Estratégico,Redução de erros e retrabalho.,"Promover a satisfação do colaborador e aumentar suas competências, habilidades e atitudes",UGADM - UNIDADE DE GESTAO ADMINISTRATIVA,2025,31-12-2025 00:00:00,Em andamento,"60,00"
RE_Ampliar quantidade de aplicações cobertas por Sonar Qube em 40%,RIES - Risco Estratégico,Unidade,Elevar o nível de satisfação do cliente e da imagem institucional,UGARQ - UNIDADE DE GESTAO DE ARQUITETURA TECNOLÓGICA,2025,02-04-2025 00:00:00,Concluído,100
"Implementar IA na esteira de desenvolvimento para 2 aplicações, implementar nos procesos de desenvolvimento de soluções (codificação, testes unitários, deploy)",OBES - Objetivo Estratégico,Unidade,Elevar o nível de satisfação do cliente e da imagem institucional,UGARQ - UNIDADE DE GESTAO DE ARQUITETURA TECNOLÓGICA,2025,30-07-2025 00:00:00,Em andamento,"5,00"
Implementar ferramentas de RPA e IA visando automatizar tarefas repetitivas.,OBES - Objetivo Estratégico,Automatizar 1 processo importante em cada gerencia operacional,Elevar o faturamento,UGCOF - UNIDADE DE GESTAO CONTABIL E FISCAL,2025,30-06-2025 00:00:00,Em andamento,"60,00"
"Aprimorar o uso das ferramentas já existentes (e-mail, Drive,GAT, ChatGPT e etc)",OBES - Objetivo Estratégico,100% dos processos internos com GAT criado,Aperfeiçoar a Governança Corporativa,UGCOF - UNIDADE DE GESTAO CONTABIL E FISCAL,2025,30-06-2025 00:00:00,Em andamento,"60,00"
Realizar cursos previstos no Plano de Capacitação da empresa,OBES - Objetivo Estratégico,Percentual de execução das 406 horas de capacitação previstas no Plano de Capacitação anual.,"Promover a satisfação do colaborador e aumentar suas competências, habilidades e atitudes",UGCOF - UNIDADE DE GESTAO CONTABIL E FISCAL,2025,31-12-2025 00:00:00,Em andamento,"50,00"
PNTP_Publicar no site institucional as demonstrações financeiras trimestrais (Item 11.12 Guia Atricon 2025),PNTP - Programa Nacional de Transparência Pública,Demonstrações financeiras trimestrais publicadas,Aperfeiçoar a Governança Corporativa,UGCOF - UNIDADE DE GESTAO CONTABIL E FISCAL,2025,29-09-2025 20:00:00,Planejada,
Identificar processos internos e implementar procedimentos operacionais padronizados,OBES - Objetivo Estratégico,1 procedimento padronizado para cada processo interno identificado,Aperfeiçoar a Governança Corporativa,UGCOF - UNIDADE DE GESTAO CONTABIL E FISCAL,2025,30-06-2025 00:00:00,Em andamento,"60,00"
Criar e acompanhar individualmente o PDI de cada colaborador,OBES - Objetivo Estratégico,Criar e acompanhar 3 PDI's,"Promover a satisfação do colaborador e aumentar suas competências, habilidades e atitudes",UGCOF - UNIDADE DE GESTAO CONTABIL E FISCAL,2025,31-12-2025 00:00:00,Em andamento,"60,00"
"Implementar a integração dos sistemas Fiplan (Lei 4.320/64) e Protheus (Lei 6.404/76) garantindo a sincronização das informações.
(MODULO FINANCEIRO - 1ª FASE - 30/06/2025 / MODULO CONTÁBIL - 2ª FASE - 31/12/2025)",OBES - Objetivo Estratégico,"Percentual da implementação realizada, de acordo com a fase do projeto",Aperfeiçoar a Governança Corporativa,UGCOF - UNIDADE DE GESTAO CONTABIL E FISCAL,2025,31-12-2025 00:00:00,Em andamento,"40,00"
Acompanhar novas tendências tecnológicas para busca de novos produtos/negócios,OBES - Objetivo Estratégico,"Nenhuma participação em Eventos de Tecnologia, no momento",Elevar o nível de satisfação do cliente e da imagem institucional,UGENP - UNIDADE DE GESTAO DE NOVOS NEGÓCIOS E PARCERIAS,2025,31-12-2025 00:00:00,Em andamento,"8,00"
Fomentar a inovação e colaboração com o ecossistema de tecnologia,OBES - Objetivo Estratégico,"Nenhum Eventos Patrocinados, no momento mas já iniciamos as tratativas com a rede Inova para patrocinar a Semana da Inovação de MT - SIMT 2025",Elevar o nível de satisfação do cliente e da imagem institucional,UGENP - UNIDADE DE GESTAO DE NOVOS NEGÓCIOS E PARCERIAS,2025,31-12-2025 00:00:00,Concluído,"100,00"
RE13_Execução do Plano de Parcerias,RIES - Risco Estratégico,Nº de Clientes de fora do Estado de MT,Elevar o faturamento,UGENP - UNIDADE DE GESTAO DE NOVOS NEGÓCIOS E PARCERIAS,2025,31-12-2025 00:00:00,Em andamento,"16,00"
Implementar ferramentas de automação na unidade - UGENP,OBES - Objetivo Estratégico,Nº ferramentas de automação utilizada,Elevar o nível de satisfação do cliente e da imagem institucional,UGENP - UNIDADE DE GESTAO DE NOVOS NEGÓCIOS E PARCERIAS,2025,31-12-2025 00:00:00,Em andamento,"70,00"
Fomentar a inovação e desenvolvimento de soluções,OBES - Objetivo Estratégico,Nº de pessoas atingidas,Elevar o nível de satisfação do cliente e da imagem institucional,UGENP - UNIDADE DE GESTAO DE NOVOS NEGÓCIOS E PARCERIAS,2025,31-12-2025 00:00:00,Em andamento,"4,00"
Implantar o registro de propriedade e uso de software desenvolvidos pela MTI,OBES - Objetivo Estratégico,"Nenhum registros de propriedade e uso de softwares realizado pela MTI, no momento",Elevar o faturamento,UGENP - UNIDADE DE GESTAO DE NOVOS NEGÓCIOS E PARCERIAS,2025,31-12-2025 00:00:00,Em andamento,"40,00"
identificar burocracia nos processos - UGENP,OBES - Objetivo Estratégico,Nº de processos identificados.,Elevar o nível de satisfação do cliente e da imagem institucional,UGENP - UNIDADE DE GESTAO DE NOVOS NEGÓCIOS E PARCERIAS,2025,31-12-2025 00:00:00,Em andamento,"60,00"
RE07_Realizar reuniões bimestrais para monitorar a qualidade dos Serviços e Produtos das Parcerias,RIES - Risco Estratégico,"11 Reuniões online ou presencial com os parceiros , sendo: VA Expert / Servicenow; 3structure / Zadara; Futura; Inteligência de Negócio / Qlik; Facilmova / Opentext; Xertica / Google; Log Lab; RW3; Oi Soluções; Elogroup / Sydle; Log Tecnologia

https://docs.google.com/spreadsheets/d/1__TCs_EhgqItzfB_IPXHUJvPsnYCS-6_uEtPaZoPwsU/edit?gid=0#gid=0",Elevar o nível de satisfação do cliente e da imagem institucional,UGENP - UNIDADE DE GESTAO DE NOVOS NEGÓCIOS E PARCERIAS,2025,31-12-2025 00:00:00,Em andamento,"60,00"
RE11_Avaliar a rentabilidade dos produtos e serviços das parcerias estratégicas,RIES - Risco Estratégico,"Atualização dos Catálogos de 04 (quatro) Parcerias Estratégicas.
MTI NOW, MTI CLOUD, MTI VALIDA, MTI DEV.SEC",Elevar o faturamento,UGENP - UNIDADE DE GESTAO DE NOVOS NEGÓCIOS E PARCERIAS,2025,31-12-2025 00:00:00,Em andamento,"60,00"
Acompanhar as demandas dos clientes,OBES - Objetivo Estratégico,Fevereiro - Agendas periodicas,Elevar o nível de satisfação do cliente e da imagem institucional,UGEPV - UNIDADE DE GESTAO DE PÓS VENDA,2025,31-12-2025 00:00:00,Em andamento,"50,00"
Realizar treinamentos voltados para o melhor atendimento ao cliente - UGEPV,OBES - Objetivo Estratégico,Fevereiro - Identificar necessidade,Elevar o nível de satisfação do cliente e da imagem institucional,UGEPV - UNIDADE DE GESTAO DE PÓS VENDA,2025,31-12-2025 00:00:00,Em andamento,"50,00"
RE05_Realizar mais agendas de homologação junto ao cliente,RIES - Risco Estratégico,Fevereiro,Elevar o nível de satisfação do cliente e da imagem institucional,UGEPV - UNIDADE DE GESTAO DE PÓS VENDA,2025,31-12-2025 00:00:00,Em andamento,"50,00"
RE06_Monitorar equipe tecnica interna (DTIC e Parceiro) e clientes visando remover impedimentos.,RIES - Risco Estratégico,Fevereiro - Parceiros atuando como é devido.,Elevar o nível de satisfação do cliente e da imagem institucional,UGEPV - UNIDADE DE GESTAO DE PÓS VENDA,2025,31-12-2025 00:00:00,Em andamento,"50,00"
"RE05_Monitorar as entregas realizadas pela equipe tecnica junto com o cliente,definindo quem faz o que, dentro do fluxo.",RIES - Risco Estratégico,Fevereiro - Mitigar o retoro com erro.,Elevar o nível de satisfação do cliente e da imagem institucional,UGEPV - UNIDADE DE GESTAO DE PÓS VENDA,2025,31-12-2025 00:00:00,Em andamento,"42,00"
RE03_Monitorar a jornada do cliente de acordo com as fases em que o mesmo se encontra,RIES - Risco Estratégico,Fevereiro- Mais transparência nas entregas e amis entendimento bem como engajamento do cliente nas entregs.,Elevar o nível de satisfação do cliente e da imagem institucional,UGEPV - UNIDADE DE GESTAO DE PÓS VENDA,2025,31-12-2025 00:00:00,Em andamento,"50,00"
"Monitorar a ferramenta atual e evoluir conforme tempo de resposta de cada atividade, sempre com iterações com o cliente.",OBES - Objetivo Estratégico,Fevereiro - Fazer com que a equipe do Service now evolua no entendimento das necessidades.,Elevar o nível de satisfação do cliente e da imagem institucional,UGEPV - UNIDADE DE GESTAO DE PÓS VENDA,2025,31-12-2025 00:00:00,Em andamento,"50,00"
Implementar ferramentas de automação na unidade - UGEPV,OBES - Objetivo Estratégico,CRM e Service now,Elevar o nível de satisfação do cliente e da imagem institucional,UGEPV - UNIDADE DE GESTAO DE PÓS VENDA,2025,31-12-2025 00:00:00,Em andamento,"50,00"
"Identificar, implementar e manter processos internos para aumentar a eficiencia e eficácia do atendimento - UGEPV",OBES - Objetivo Estratégico,Fevereiro - Agendas internas com parceiros,Elevar o nível de satisfação do cliente e da imagem institucional,UGEPV - UNIDADE DE GESTAO DE PÓS VENDA,2025,31-12-2025 00:00:00,Em andamento,"50,00"
"Melhorar as entregas, escrever o valor entregue em conjunto com o cliente, visando assim engajamento e fidelização fazendo com que o cliente se transforme em nossos vendedores.",OBES - Objetivo Estratégico,Fevereiro - Acompanhamento das agendas do cliente.,Elevar o nível de satisfação do cliente e da imagem institucional,UGEPV - UNIDADE DE GESTAO DE PÓS VENDA,2025,31-12-2025 00:00:00,Em andamento,"50,00"
Identificar burocracia nos processos - UGEPV,OBES - Objetivo Estratégico,"Fevereiro - CRM , Service now e protheus fazer com que essas ferramentas estejam integradas.",Elevar o nível de satisfação do cliente e da imagem institucional,UGEPV - UNIDADE DE GESTAO DE PÓS VENDA,2025,31-12-2025 00:00:00,Em andamento,"50,00"
Integrar informações entre CSM e executivo comercial visando checar historico do cliente dentro da ferramenta de CRM ou não.,OBES - Objetivo Estratégico,"Fevereiro - CRM , Service now e protheus integração dos produtos.",Elevar o nível de satisfação do cliente e da imagem institucional,UGEPV - UNIDADE DE GESTAO DE PÓS VENDA,2025,31-12-2025 00:00:00,Em andamento,"50,00"
Manter clientes atualizados sobres alterações nos projetos,OBES - Objetivo Estratégico,"Fevereiro - Status report mensal, quinzenal ou semanal",Elevar o nível de satisfação do cliente e da imagem institucional,UGEPV - UNIDADE DE GESTAO DE PÓS VENDA,2025,31-12-2025 00:00:00,Em andamento,"50,00"
RE01_Monitorar a satisfação de cada entrega,RIES - Risco Estratégico,Pesquisa de satisfação,Elevar o nível de satisfação do cliente e da imagem institucional,UGEPV - UNIDADE DE GESTAO DE PÓS VENDA,2025,31-12-2025 00:00:00,Em andamento,"50,00"
Dentro da jornada do cliente identificar pontos e atividades dentro de cada fase da jornada,OBES - Objetivo Estratégico,Identificar as dores do cliente e propor mudanças pensando na evolução da jornada,Elevar o nível de satisfação do cliente e da imagem institucional,UGEPV - UNIDADE DE GESTAO DE PÓS VENDA,2025,31-12-2025 00:00:00,Em andamento,"50,00"
RE02_Utilizar nossa ferramenta tecnologica visando criar um  Health Score e estudar os pontos de atenção para abordarmos com o cliente,RIES - Risco Estratégico,Indifcadores que serão criados,Elevar o nível de satisfação do cliente e da imagem institucional,UGEPV - UNIDADE DE GESTAO DE PÓS VENDA,2025,31-12-2025 00:00:00,Em andamento,"50,00"
RE22_Implementar SOC (Fase 1),RIES - Risco Estratégico,Unidade,Garantir alta disponibilidade das soluções de Tecnologia da Informação e Comunicação,UGGDC - UNIDADE DE GESTAO DE GOVERNANCA DE DADOS E DEFESA CIBERNETICA,2025,30-09-2025 00:00:00,Em andamento,"50,00"
RE25_Realizar dois eventos de conscientização para MTI,RIES - Risco Estratégico,Quadrimestral,Garantir alta disponibilidade das soluções de Tecnologia da Informação e Comunicação,UGGDC - UNIDADE DE GESTAO DE GOVERNANCA DE DADOS E DEFESA CIBERNETICA,2025,30-11-2025 00:00:00,Concluído,"100,00"
RE29_Implementar monitoramento mensal de vazamento de dados,RIES - Risco Estratégico,Unidade / Mensal,Garantir adequação à Proteção de Dados,UGGDC - UNIDADE DE GESTAO DE GOVERNANCA DE DADOS E DEFESA CIBERNETICA,2025,30-12-2025 00:00:00,Em andamento,35
"Garantir que 70% das entregas, a homologação esteja de acordo com a IN (Ass do termo na mesma reunião) - UGGDI",OBES - Objetivo Estratégico,Trimestral / Percentual,Elevar o nível de satisfação do cliente e da imagem institucional,UGGDI - UNIDADE DE GESTAO DE GOVERNO DIGITAL,2025,31-12-2025 00:00:00,Em andamento,67
RE23_Implementar esteira de codigo seguro para MT cidadao,RIES - Risco Estratégico,Unidade,Garantir alta disponibilidade das soluções de Tecnologia da Informação e Comunicação,UGGDI - UNIDADE DE GESTAO DE GOVERNO DIGITAL,2025,30-07-2025 00:00:00,Concluído,"100,00"
"RE24_Implementar melhorias de segurança a partir dos relatórios de vulnerabilidade (tenable) para MT LOGIN, MT ID, MT.GOV.BR, MT CIDADÃO",RIES - Risco Estratégico,Semestral / Percentual,Garantir alta disponibilidade das soluções de Tecnologia da Informação e Comunicação,UGGDI - UNIDADE DE GESTAO DE GOVERNO DIGITAL,2025,46022,Em andamento,12
RE16_Promover encontro semestral com corpo gerencial - para análise das práticas e seus resultados,RIES - Risco Estratégico,Encontro semestral executado,Aperfeiçoar a Governança Corporativa,UGGOV - UNIDADE DE GESTAO DE APOIO A GOVERNANCA,2025,45838,Em andamento,30
Elaborar projeto para implantação da gestão de indicadores no servicenow,OBES - Objetivo Estratégico,Projeto elaborado,Aperfeiçoar a Governança Corporativa,UGGOV - UNIDADE DE GESTAO DE APOIO A GOVERNANCA,2025,45807,Em andamento,25
Prospectar uso de IA para análises e geração de informações com VALOR para gestores,OBES - Objetivo Estratégico,Modelo prospectado,Aperfeiçoar a Governança Corporativa,UGGOV - UNIDADE DE GESTAO DE APOIO A GOVERNANCA,2025,45989,Em andamento,80
Aumentar capacidade de infra e implementar rotina para validação de backup,OBES - Objetivo Estratégico,Unidade,Garantir alta disponibilidade das soluções de Tecnologia da Informação e Comunicação,UGITI - UNIDADE DE GESTAO DE INFRAESTRUTURA DE TECNOLOGIA DA INFORMACAO E COMUNICACAO,2025,45807,Em andamento,1247
RE_Apoiar no levantamento técnico na composição de custos das soluções corporativas (FINOPS),RIES - Risco Estratégico,Unidade,Elevar o faturamento,UGITI - UNIDADE DE GESTAO DE INFRAESTRUTURA DE TECNOLOGIA DA INFORMACAO E COMUNICACAO,2025,45838,Em andamento,10
RE04_Atender 80% dos incidentes dentro do SLA,RIES - Risco Estratégico,Mensal,Elevar o nível de satisfação do cliente e da imagem institucional,UGITI - UNIDADE DE GESTAO DE INFRAESTRUTURA DE TECNOLOGIA DA INFORMACAO E COMUNICACAO,2025,46022,Em andamento,35
RE20_Iniciar e estruturar tratativas de segundo site no parque tecnologico de MT,RIES - Risco Estratégico,Unidade,Garantir alta disponibilidade das soluções de Tecnologia da Informação e Comunicação,UGITI - UNIDADE DE GESTAO DE INFRAESTRUTURA DE TECNOLOGIA DA INFORMACAO E COMUNICACAO,2025,45873,Em andamento,2
Realizar ARP para contratação de NOC,OBES - Objetivo Estratégico,Unidade,Garantir alta disponibilidade das soluções de Tecnologia da Informação e Comunicação,UGITI - UNIDADE DE GESTAO DE INFRAESTRUTURA DE TECNOLOGIA DA INFORMACAO E COMUNICACAO,2025,45749,Em andamento,1247
RE19_Implantar Link Dedicado com Parceiro Zadara para melhorar latencia na nuvem pública,RIES - Risco Estratégico,Unidade,Garantir alta disponibilidade das soluções de Tecnologia da Informação e Comunicação,UGITI - UNIDADE DE GESTAO DE INFRAESTRUTURA DE TECNOLOGIA DA INFORMACAO E COMUNICACAO,2025,45838,Em andamento,5
Prospectar e Especificar Ferramentas para automação de infraestrutura (ETP),OBES - Objetivo Estratégico,Unidade,Elevar o nível de satisfação do cliente e da imagem institucional,UGITI - UNIDADE DE GESTAO DE INFRAESTRUTURA DE TECNOLOGIA DA INFORMACAO E COMUNICACAO,2025,45868,Em andamento,1247
Adaptação às novas tecnologias: adotar novas tecnologias como inteligência artificial.,OBES - Objetivo Estratégico,Conhecimento aplicado pelos Gerentes e Colaboradores implementar,Elevar o nível de satisfação do cliente e da imagem institucional,"UGOFF - UNIDADE DE GESTAO DE ORCAMENTARIA, FINANCEIRA E FATURAMENTO",2025,46021,Em andamento,45
Monitorar a implementação do FIPLAN / Protheus,OBES - Objetivo Estratégico,Percentual da implantação realizada de acordo com a fase do projeto,Elevar o nível de satisfação do cliente e da imagem institucional,"UGOFF - UNIDADE DE GESTAO DE ORCAMENTARIA, FINANCEIRA E FATURAMENTO",2025,45838,Em andamento,20
RE_Implementar rodizio entre as gerencias: GFAC-GEFI-GEOR / UGOFF para aprimorar os conhecimentos e otimizar trabalho em 120 dias,RIES - Risco Estratégico,rodizio implementado,"Promover a satisfação do colaborador e aumentar suas competências, habilidades e atitudes","UGOFF - UNIDADE DE GESTAO DE ORCAMENTARIA, FINANCEIRA E FATURAMENTO",2025,46021,Em andamento,45
RE31_Implementar a Gestão por competência,RIES - Risco Estratégico,Etapas Implementadas,"Promover a satisfação do colaborador e aumentar suas competências, habilidades e atitudes",UGPES - UNIDADE DE GESTAO DE PESSOAS,2025,46022,Em andamento,1384
RE15_Estabelecer um plano de comunicação claro e transparente para informar sobre as mudanças e seus benefícios,RIES - Risco Estratégico,Comunicação Realizada,Aperfeiçoar a Governança Corporativa,UGPES - UNIDADE DE GESTAO DE PESSOAS,2025,46022,Em andamento,50
"Plano de Desenvolvimento Individual (PDI): Criar e acompanhar individualmente o PDI de cada colaborador, alinhando-o às necessidades da empresa e aos objetivos de carreira do profissional.",OBES - Objetivo Estratégico,PDI Monitorados,"Promover a satisfação do colaborador e aumentar suas competências, habilidades e atitudes",UGPES - UNIDADE DE GESTAO DE PESSOAS,2025,46022,Em andamento,1384
RE17_Liderança engajada (através do programa de gestão por competência),RIES - Risco Estratégico,LIderes Capacitados,Aperfeiçoar a Governança Corporativa,UGPES - UNIDADE DE GESTAO DE PESSOAS,2025,46022,Em andamento,1384
"Elaboração da Política de Gestão de Pessoas da MTI: Criar uma política que aborde os seguintes aspectos: alinhamento estratégico, melhoria contínua, atração e retenção de talentos, e transparência e eficiência.",OBES - Objetivo Estratégico,Politica Elaborada,"Promover a satisfação do colaborador e aumentar suas competências, habilidades e atitudes",UGPES - UNIDADE DE GESTAO DE PESSOAS,2025,46022,Em andamento,96
"Reestruturação do Módulo MTI Conectado no ServiceNow, garantindo um acompanhamento eficiente dos Projetos.",OBES - Objetivo Estratégico,Gerenciamento dos Projetos do MTI Conectado.,Elevar o nível de satisfação do cliente e da imagem institucional,UGPRO - UNIDADE DE GESTAO DE PROJETOS,2025,45838,Em andamento,80
Disponibilização do Portal do Cliente – Catálogo e Gestão de Acessos CSM.,OBES - Objetivo Estratégico,Configuração de usuários que permitirá a segregação de acessos.,Elevar o nível de satisfação do cliente e da imagem institucional,UGPRO - UNIDADE DE GESTAO DE PROJETOS,2025,46022,Em andamento,50
"Utilização do ServiceNow na implantação do Módulo de Gerenciamento de Riscos e Compliance na MTI, com as Melhores Práticas do Mercado.",OBES - Objetivo Estratégico,Disponibilização da Plataforma no ServiceNow,Elevar o nível de satisfação do cliente e da imagem institucional,UGPRO - UNIDADE DE GESTAO DE PROJETOS,2025,45838,Em andamento,20
"Reestruturação da Pesquisa de Satisfação no ServiceNow, otimizando o processo de envio de Pesquisas aos Clientes",OBES - Objetivo Estratégico,Gerenciamento da Pesquisa de Satisfação pelo ServiceNow.,Elevar o nível de satisfação do cliente e da imagem institucional,UGPRO - UNIDADE DE GESTAO DE PROJETOS,2025,45777,Concluído,100
"Disponibilização de Portal de Jornada ServiceNow, capacitando os usuários na Boas Práticas em Gestão de Projetos, Metodologias Ágeis e ITSM.",OBES - Objetivo Estratégico,Trilha de conhecimento ServiceNow,Elevar o nível de satisfação do cliente e da imagem institucional,UGPRO - UNIDADE DE GESTAO DE PROJETOS,2025,45838,Concluído,100
Revisão do Processo de Ordem de Serviços e Contratos no ServiceNow.,OBES - Objetivo Estratégico,Mapeamento de Processo de Ordem de Serviço e Contratos,Elevar o nível de satisfação do cliente e da imagem institucional,UGPRO - UNIDADE DE GESTAO DE PROJETOS,2025,46022,Em andamento,20
"Disponibilização do Portal PMO, servindo de referência em Boas Práticas de Gestão de Projetos, Abertura de Chamados e Base de Conhecimentos.",OBES - Objetivo Estratégico,Operacionalização do Portal PMO.,Elevar o nível de satisfação do cliente e da imagem institucional,UGPRO - UNIDADE DE GESTAO DE PROJETOS,2025,45838,Concluído,100
"Garantir que 70% das entregas, a homologação esteja de acordo com a IN (Ass do termo na mesma reunião) - UGSDG",OBES - Objetivo Estratégico,Trimestral / Percentual,Elevar o nível de satisfação do cliente e da imagem institucional,UGSDG - UNIDADE DE GESTAO DE SOLUCOES DIGITAIS DE GOVERNO,2025,46021,Em andamento,80
RE23_Implementar esteira de codigo seguro para SIGADOC,RIES - Risco Estratégico,Unidade,Garantir alta disponibilidade das soluções de Tecnologia da Informação e Comunicação,UGSDG - UNIDADE DE GESTAO DE SOLUCOES DIGITAIS DE GOVERNO,2025,45869,Em andamento,45
"RE24_Implementar melhorias de segurança a partir dos relatórios de vulnerabilidade (tenable) para SIGADOC, PORTAIS LIFERAY",RIES - Risco Estratégico,Trimestral / Percentual,Garantir alta disponibilidade das soluções de Tecnologia da Informação e Comunicação,UGSDG - UNIDADE DE GESTAO DE SOLUCOES DIGITAIS DE GOVERNO,2025,46021,Em andamento,20
"RE_Customizar 100% dos Formulários de Incidentes e Requisição de Serviços para áreas corretas, conforme catálogo de serviços",RIES - Risco Estratégico,Percentual,Elevar o nível de satisfação do cliente e da imagem institucional,UGSTI - UNIDADE DE GESTAO DE SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO,2025,45749,Em andamento,85
RE04_Aperfeiçoar Processo para Elevar para 80% a resolução de incidentes dentro do SLA,RIES - Risco Estratégico,Mensal,Elevar o nível de satisfação do cliente e da imagem institucional,UGSTI - UNIDADE DE GESTAO DE SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO,2025,46021,Concluído,100
Implantar processo de gestão de problemas,OBES - Objetivo Estratégico,Unidade,Garantir alta disponibilidade das soluções de Tecnologia da Informação e Comunicação,UGSTI - UNIDADE DE GESTAO DE SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO,2025,46021,Em andamento,20
Implementar ferramentas de automação na unidade - UGVEN,OBES - Objetivo Estratégico,UND,Elevar o nível de satisfação do cliente e da imagem institucional,UGVEN - UNIDADE DE GESTAO DE VENDAS,2025,46022,Em andamento,89
Levantar os ANSs mensais dentro do Service Now e integrar ao infocenter,OBES - Objetivo Estratégico,UND (ANSs),Elevar o nível de satisfação do cliente e da imagem institucional,UGVEN - UNIDADE DE GESTAO DE VENDAS,2025,45838,Em andamento,50
"Identificar, implementar e manter processos internos para aumentar a eficiencia e eficácia do atendimento - UGVEN",OBES - Objetivo Estratégico,UND (Agendas Internas),Elevar o nível de satisfação do cliente e da imagem institucional,UGVEN - UNIDADE DE GESTAO DE VENDAS,2025,45838,Em andamento,89
RE08_Monitorar o Catálogo da MTI e manter atualizado os preços dos Serviços e Produtos,RIES - Risco Estratégico,UND (Agendas Internas),Elevar o nível de satisfação do cliente e da imagem institucional,UGVEN - UNIDADE DE GESTAO DE VENDAS,2025,46022,Concluído,100
RE12_Implementar Plano de negócios,RIES - Risco Estratégico,UND,Elevar o faturamento,UGVEN - UNIDADE DE GESTAO DE VENDAS,2025,46022,Em andamento,75
Identificar burocracia nos processos - UGVEN,OBES - Objetivo Estratégico,UND,Elevar o nível de satisfação do cliente e da imagem institucional,UGVEN - UNIDADE DE GESTAO DE VENDAS,2025,46022,Concluído,100
PNTP_Aprovar e publicar Publicar no site institucional Política de Privacidade (Item 15.2 Guia Atricon 2025),PNTP - Programa Nacional de Transparência Pública,Política de Privacidade publicada,Aperfeiçoar a Governança Corporativa,"UNICRS - UNIDADE DE GESTAO DE CONFORMIDADE, RISCOS E SEGURANCA DA INFORMACAO",2025,"46005,83333",Em andamento,80
"Atualização da metodologia de gerenciamente de riscos corporativos, com definições claras dos riscos de segurança da informação, para melhor controle e acompanhamento pela alta gestão",OBES - Objetivo Estratégico,Metodologia atualizada,Garantir alta disponibilidade das soluções de Tecnologia da Informação e Comunicação,"UNICRS - UNIDADE DE GESTAO DE CONFORMIDADE, RISCOS E SEGURANCA DA INFORMACAO",2025,45747,Concluído,100
