CONTADOR,Competência,Programa,Ação,Subação/Entrega (SA),(SA) Início,(SA) Término,(SA) Produto,(SA) Unid. Medida,(SA) Quantidade,(SA) Responsável,Etapa (ET),(ET) Início,(ET) Término,(ET) Responsável,(MC) Descrição do Item de Despesa,(MC) Unid. Medida,(MC) Quantidade,(MC) Valor Unitário,(MC) Valor Total,(MC) Grupo ,(MC) Natureza,(MC) Fonte,(MC) IDU,CONTRATO,"Plano Estratégico (A)
digite entre 0-5
0 = menor
5 = maior","Gravidade (B)
digite entre 1-5
1 = menor
5 = maior","Urgência (C)
digite entre 1-5
1 = menor
5 = maior","Tendência (d)
digite entre 1-5
1 = menor
5 = maior",Prioridade acumulada (A*B*C*D)
2259,-,36,2259-Manutenção dos Benefícios adquiridos do Empregado Público,,,,,,,,,,,,CAJU - Empresa Brasileira de Beneficios e Pagamentos Ltda ,Mês,12,"R$ 12.144,00","R$ 145.728,00",Grupo_3,3.3.90.39.60,1.501.0000,CD,Existente / Aditivo,5,5,5,5,625
2259,-,36,2259-Manutenção dos Benefícios adquiridos do Empregado Público,,,,,,,,,,,,IFOOD -  Empresa IFFOD Beneficios e Serviços Ltda,Mês,12,"R$ 37.444,00","R$ 449.328,00",Grupo_3,3.3.90.39.60,1.501.0000,CD,Existente / Aditivo,5,5,5,5,625
2259,-,36,2259-Manutenção dos Benefícios adquiridos do Empregado Público,,,,,,,,,,,,VOLUS - Instituição de Pagamento Ltda ,Mês,12,"R$ 1,00","R$ 12,00",Grupo_3,3.3.90.39.60,1.501.0000,CD,Existente / Aditivo,5,5,5,5,625
2259,-,36,2259-Manutenção dos Benefícios adquiridos do Empregado Público,,,,,,,,,,,,Vale transporte,Unidade,5280,"R$ 5,00","R$ 26.400,00",Grupo_3,3.3.90.49.008,1.501.0000,OD,Novo a contratar 2024,5,5,5,5,625
2259,-,36,2259-Manutenção dos Benefícios adquiridos do Empregado Público,,,,,,,,1.2_Contratação de psicólogo e assistente social,02/01/2024,31/12/2024,Silvia Márcia Fernandes,Despesas com contratação de psicólogo e assistente social,Mês,12,"R$ 20.000,00","R$ 240.000,00",Grupo_3,3.3.90.39.033,1.501.0000,OD,Novo a contratar 2024,3,2,2,2,24
2259,-,36,2259-Manutenção dos Benefícios adquiridos do Empregado Público,2_Execução dos programas de saúde do trabalhador conforme legislação vigente,02/01/2024,31/12/2024,Programa executado,Percentual,100,Silvia Fernandes Batista,2.1_EXECUTAR PROGRAMA DE QUALIDADE DE VIDA,02/01/2024,31/12/2024,Silvia Márcia Fernandes,"Equipe Medicina e  Segurança do Trabalho - Contrato 008/2020/MTI (16/06/2020 a 15/06/2023)        Contratar Empresa para Executar Programa de Saude Segurança do Trabalhador. Exames admissionais, Demissionais, periodocos, etc. ",Mês,12,"R$ 18.000,00","R$ 216.000,00",Grupo_3,3.3.90.39.033,1.501.0000,CD,Existente / Aditivo,5,5,5,5,625
2259,-,36,2259-Manutenção dos Benefícios adquiridos do Empregado Público,,,,,,,,,,,,"Despesa de Assistência Médica , Hospitalar, Legislação Trabalhista (PLANO DE SAÚDE UNIMED) - Contratos:  2400 e 2839",Mês,12,"R$ 3.500,00","R$ 42.000,00",Grupo_3,3.3.90.08.006,1.501.0000,CD,Existente / Aditivo,5,5,5,5,625
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2854,,36,2854- Pagamento da contribuição do patrocinador para a Previdência Complementar,1_Contribuição a entidade fechada de previdência complementar dos servidores da MTI,02/01/2024,31/12/2024,Pagamento realizado,Percentual,100,Silvia Fernandes Batista,"1.1_ Arcar com pagamento de contrapartida a entidades fechadas
de previdência",02/01/2024,31/12/2024,Rogerio William Rodrigues Silva,"Pagamento de contribuição
a entidades fechadas de
previdência.",Ano,01,"R$ 1.000,00","R$ 1.000,00",Grupo_1,3.1.90.07.001,1.500.0000,DO,Não,5,5,5,5,625
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4491,-,36,4491-Pagamento de verbas indenizatória a servidores estaduais - VI,1_Pagamento de verbas indenizatórias a servidores estaduais.,02/01/2024,31/12/2024,Pagamento realizado,Unidade,24,Silvia Fernandes Batista,1.1_Pagamento de verbas indenizatórias a servidores estaduais.,02/01/2024,31/12/2024,Rogerio William Rodrigues Silva,Pagamento de JETONS para conselheiros,Ano,01,"R$ 1.018.631,00","R$ 1.018.631,00",Grupo_3,3.3.90.93.123,1.500.0000,DO,Não,5,5,5,5,625
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8028,-,994,8028-Amortização e encargos da dívida interna,1_Pagamento do principal do parcelamento da divida da Lei 11941/2009 e Parcelamento Simplificado.,02/01/2024,31/12/2024,Pagamento realizado,Mês,12,Alcindo Fernando da Silva,1.1_Recolhimento dos juros referentes ao parcelamento conforme Lei 11941/2009 e Parcelamento Simplificado.,02/01/2024,31/12/2024,Alcindo Fernando da Silva,ENCARGOS DO PARCELAMENTO DA DÍVIDA RECOLHIDOS,Ano,01,"R$ 3.000.000,00","R$ 3.000.000,00",Grupo_2,3.2.90.21.020,1.501.0000,DO,Não,3,3,3,1,27
8028,-,994,8028-Amortização e encargos da dívida interna,,,,,,,,1.2_Pagamento do principal do parcelamento da divida da Lei 11941/2009 e Parcelamento Simplificado.,02/01/2024,31/12/2024,Alcindo Fernando da Silva,"PAGAMENTO DO PRINCIPAL DO PARCELAMENTO DA DÍVIDA DA LEI 11941/09, PARCELAMENTO PREVIDENCIÁRIO PROC.",Ano,01,"R$ 3.300.000,00","R$ 3.300.000,00",Grupo_6,4.6.90.71.033,1.501.0000,DO,Não,3,3,3,1,27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8002,-,996,8002-Recolhimento do PIS-PASEP e pagagamento do abono,1_Recolhimento do PIS-PASEP e pagamento do abono,02/01/2024,31/12/2024,Obrigação legal cumprida,Percentual,100,Alcindo Fernando da Silva,1.1-Recolher PASEP Mensalmente,02/01/2024,31/12/2024,Alcindo Fernando da Silva,"Pagamento de PASEP., Legislação Brasileira Trabalhista, Decreto Lei 78276/1976., Pagamento de PASEP.",Mês,12,"R$ 128.425,00","R$ 1.541.100,00",Grupo_3,3.3.90.47.006,1.501.0000,DO,Não,3,3,3,2,54
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8023,-,998,8023-Cumprimento de sentencas judiciais transitadas em julgado - Adm. Indireta,1_Preservação dos interesses jurídicos da Empresa,02/01/2024,31/12/2024,Assistência efetuada,Percentual,100,Fabiola Colino Bispo Santos,1.1_Cumprir as sentenças judiciais,02/01/2024,31/12/2024,Fabiola Colino Bispo Santos,CUMPRIMENTO DE SENTENÇAS JUDICIAIS TRANSITADAS EM JULGADO - CUSTAS JUDICIAIS,Ano,01,"R$ 5.000.000,00","R$ 5.000.000,00",Grupo_3,3.3.90.91.006,1.500.0000,DO,Não,4,5,4,3,240
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8039,-,996,8039-Encargos com obrigações tributárias e contributivas,1_Cumprir com as obrigações legais,02/01/2024,31/12/2024,Obrigação legal cumprida,Mês,12,Alcindo Fernando da Silva,1.1_Recolher Contribuição Social sobre lucro liquido e IRPJ,02/01/2024,31/12/2024,Alcindo Fernando da Silva,Pagamento de Obrigações tributárias e Contributivas sobre o resultado fiscal da empresa,Unidade,01,"R$ 1.773.491,00","R$ 1.773.491,00",Grupo_3,3.3.90.47.001,1.501.0000,DO,Não,3,3,3,2,54
8039,-,996,8039-Encargos com obrigações tributárias e contributivas,,,,,,,,,,,,Pagamento de Obrigações tributárias e Contributivas sobre o resultado fiscal da empresa,Unidade,01,"R$ 264.644,00","R$ 264.644,00",Grupo_3,3.3.90.47.001,1.759.0000,DO,Não,3,3,3,2,54
8039,-,996,8039-Encargos com obrigações tributárias e contributivas,,,,,,,,,,,,Pagamento de Obrigações tributárias e Contributivas sobre o resultado fiscal da empresa,Unidade,01,"R$ 85.473,00","R$ 85.473,00",Grupo_3,3.3.90.47.001,1.500.0000,DO,Não,3,3,3,2,54
8039,-,996,8039-Encargos com obrigações tributárias e contributivas,,,,,,,,1.2_Recolher COFINS e PASEP dos serviços prestados pela MTI,02/01/2024,31/12/2024,Alcindo Fernando da Silva,Recolhimento de COFINS dos serviços prestados pela MTI,Unidade,12,"R$ 464.866,00","R$ 5.578.392,00",Grupo_3,3.3.90.47.005,1.501.0000,DO,Não,3,3,3,2,54
8039,-,996,8039-Encargos com obrigações tributárias e contributivas,,,,,,,,1.3_Recolher ISSQN dos serviços prestados pela MTI,02/01/2024,31/12/2024,Alcindo Fernando da Silva,Recolhimento de ISSQN dos serviços prestados pela MTI à clientes fora de MT,Unidade,12,"R$ 25.000,00","R$ 300.000,00",Grupo_3,3.3.90.47.010,1.501.0000,DO,Não,3,3,3,2,54
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8026,-,996,8026-Pagamento de emendas parlamentares impositivas,1_Receber Emenda Parlamentar,02/01/2024,31/12/2024,Produto exclusivo para Emendas Parlamentares,Unidade,01,Thaynara Martins de Souza,1.1_Receber Emenda Parlamentar,02/01/2024,31/12/2024,Thaynara Martins de Souza,Objeto da Emenda,Unidade,01,,"R$ 0,00",Grupo_3,3.3.50.41.000,1.500.0000,DO,Não,3,3,3,2,54
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787,-,536,2787-Manutenção de soluções corporativas de TIC,1_Disponibilização da infraestrutura de Datacenter,02/01/2024,31/12/2024,Infraestrutura do datacenter mantida,Percentual,100,Fernando Videira Duarte,1.1_Administrar Datacenter,02/01/2024,31/12/2024,Fernando Videira Duarte,Manter a nuvem privada de Oracle,Mensal,07,"R$ 1.150.000,00","R$ 8.050.000,00",Grupo_3,3.3.90.40.001,1.501.0000,CD,Existente / Aditivo,,,,,0
2787,-,536,2787-Manutenção de soluções corporativas de TIC,,,,,,,,,,,Fernando Videira Duarte,"Aquisição de solução para realizar automatização do provimento de infraestrutura. 

OBS: Alguma plataforma que, por meio de código (Ansible, terraform, etc) pode automatizar, padronizar o provimento de infraestrutura e serviços de TIC",Unidade,01,"R$ 50.000,00","R$ 50.000,00",Grupo_4,4.4.90.40.008,1.759.0000,MaisMT,Novo a contratar 2024,,,,,0
2787,-,536,2787-Manutenção de soluções corporativas de TIC,,,,,,,,,,,Fernando Videira Duarte,Contratação de Serviços Especializados sob demanda para solução de automatização do provimento de infraestrutura e serviços de TIC,Unidade,2625,"R$ 50,00","R$ 131.250,00",Grupo_3,3.3.90.40.001,1.501.0000,OD,Novo a contratar 2024,,,,,0
2787,-,536,2787-Manutenção de soluções corporativas de TIC,,,,,,,,,,,Fernando Videira Duarte,"Manter suporte e garantia dos
equipamentos de armazenamento,
backup e conectividade",Mensal,12,"R$ 12.000,00","R$ 144.000,00",Grupo_3,3.3.90.40.001,1.501.0000,CD,Existente / Aditivo,,,,,0
2787,-,536,2787-Manutenção de soluções corporativas de TIC,,,,,,,,,,,Fernando Videira Duarte,"Manter suporte e garantia dos equipamentos de armazenamento, backup e conectividade",Mensal,12,"R$ 10.000,00","R$ 120.000,00",Grupo_3,3.3.90.40.001,1.501.0000,CD,Existente / Aditivo,,,,,0
2787,-,536,2787-Manutenção de soluções corporativas de TIC,,,,,,,,,,,Fernando Videira Duarte,"Contratar empresa especializada
para manter sistema elétrico e de
refrigeração do Data Center da MTI",Mensal,12,"R$ 80.000,00","R$ 960.000,00",Grupo_3,3.3.90.40.001,1.501.0000,CD,Existente / Aditivo,,,,,0
2787,-,536,2787-Manutenção de soluções corporativas de TIC,,,,,,,,,,,Fernando Videira Duarte,Aquisição de Solução de Hiperconvergência baseada em VMWare para implantação da Nuvem Privada MTI,Unidade,01,"R$ 150.000,00","R$ 150.000,00",Grupo_3,3.3.90.40.001,1.501.0000,MaisMT,Existente / Aditivo,5,5,5,5,625
2787,-,536,2787-Manutenção de soluções corporativas de TIC,,,,,,,,,,,Fernando Videira Duarte,Registro de Preço - Renovação das Subscrições da Plataforma Red Hat,Unidade,01,"R$ 5.000,00","R$ 5.000,00",Grupo_3,3.3.90.40.001,1.501.0000,MaisMT,Novo a contratar 2024,5,5,4,4,400
2787,-,536,2787-Manutenção de soluções corporativas de TIC,,,,,,,,,,,Fernando Videira Duarte,Serviços Especializados RedHat,Unidade,600,"R$ 603,00","R$ 361.800,00",Grupo_3,3.3.90.40.001,1.501.0000,MaisMT,Existente / Aditivo,5,3,3,3,135
2787,-,536,2787-Manutenção de soluções corporativas de TIC,,,,,,,,,,,,,,,,,,,,,,,,,,0
2787,-,536,2787-Manutenção de soluções corporativas de TIC,,,,,,,,,,,Fernando Videira Duarte," Serviços de infraestrutura de computação e armazenamento bloco e objeto em nuvem, sob demanda",Anual,01,"R$ 4.663.353,00","R$ 4.663.353,00",Grupo_3,3.3.90.40.001,1.501.0000,MaisMT,Novo a contratar 2024,5,4,4,4,320
2787,-,536,2787-Manutenção de soluções corporativas de TIC,,,,,,,,,,,Fernando Videira Duarte,Contratação de empresa para fornecimento de Licenciamento Microsoft ,Anual,01,"R$ 10.000,00","R$ 10.000,00",Grupo_3,3.3.90.40.001,1.501.0000,OD,Novo a contratar 2024,5,4,3,3,180
2787,-,536,2787-Manutenção de soluções corporativas de TIC,,,,,,,,,,,Fernando Videira Duarte,Aquisição de Solução de Backup,Unidade,01,"R$ 466.000,00","R$ 466.000,00",Grupo_4,4.4.90.40.008,1.501.0000,MaisMT,Novo a contratar 2024,5,4,3,3,180
2787,-,536,2787-Manutenção de soluções corporativas de TIC,,,,,,,,,,,Fernando Videira Duarte,Serviços Especializados em Solução de Backup,Unidade,01,"R$ 5.100,00","R$ 5.100,00",Grupo_3,3.3.90.40.001,1.501.0000,MaisMT,Novo a contratar 2024,5,4,3,3,180
2787,-,536,2787-Manutenção de soluções corporativas de TIC,,,,,,,,,,,Fernando Videira Duarte,Contratação de Serviços de Monitoramento de Infraestrutura de TIC - ZABBIX/GRAFARA,Anual,01,"R$ 212.322,00","R$ 212.322,00",Grupo_3,3.3.90.40.001,1.501.0000,MaisMT,Existente / Aditivo,5,5,5,5,625
2787,-,536,2787-Manutenção de soluções corporativas de TIC,,,,,,,,,,,Fernando Videira Duarte,Contratação de Serviços Especializados de Monitoramento de Infraestrutura de TIC - ZABBIX/GRAFARA (Sob demanda),Unidade,600,"R$ 280,00","R$ 168.000,00",Grupo_3,3.3.90.40.001,1.501.0000,MaisMT,Existente / Aditivo,5,4,4,4,320
2787,-,536,2787-Manutenção de soluções corporativas de TIC,,,,,,,,,,,Fernando Videira Duarte,Contratação de Serviços de Suporte e Garantia em Banco de dados Open,Anual,01,"R$ 269.126,00","R$ 269.126,00",Grupo_3,3.3.90.40.001,1.501.0000,MaisMT,Existente / Aditivo,5,5,5,5,625
2787,-,536,2787-Manutenção de soluções corporativas de TIC,,,,,,,,,,,Fernando Videira Duarte,Contratação de Serviços especializados em Banco de dados Open,Mensal,12,"R$ 42.240,00","R$ 506.880,00",Grupo_3,3.3.90.40.001,1.501.0000,MaisMT,Existente / Aditivo,5,5,5,5,625
2787,-,536,2787-Manutenção de soluções corporativas de TIC,,,,,,,,,,,Fernando Videira Duarte,Execução do Projeto de Prevenção à incendios do Datacenter,Unidade,01,"R$ 80.000,00","R$ 80.000,00",Grupo_3,3.3.90.40.001,1.501.0000,MaisMT,Novo a contratar 2024,5,5,4,4,400
2787,-,536,2787-Manutenção de soluções corporativas de TIC,,,,,,,,,,,Fernando Videira Duarte,Aquisição de Certificados SSL,Unidade,1000,"R$ 20,00","R$ 20.000,00",Grupo_3,3.3.90.40.001,1.501.0000,OD,Novo a contratar 2024,5,3,3,3,135
2787,-,536,2787-Manutenção de soluções corporativas de TIC,,,,,,,,,,,Fernando Videira Duarte,"Contratação de Empresa especializada para fornecimento de Serviços de Nuvem Privada Oracle, Serviços especializados continuados e operação assistida ",Mensal,12,"R$ 800.000,00","R$ 9.600.000,00",Grupo_3,3.3.90.40.001,1.501.0000,OD,Novo a contratar 2024,5,5,5,5,625
2787,-,536,2787-Manutenção de soluções corporativas de TIC,,,,,,,,,,,Fernando Videira Duarte,"Contratação de Empresa especializada no suporte técnico e garantia em Banco de dados SQL Server, com serviços especializados",Mensal,09,"R$ 1.000,00","R$ 9.000,00",Grupo_3,3.3.90.40.001,1.501.0000,OD,Novo a contratar 2024,5,5,5,3,375
2787,-,536,2787-Manutenção de soluções corporativas de TIC,,,,,,,,,,,Fernando Videira Duarte,Contratação de Solução de Balanceamento e Segurança de aplicações,Anual,01,"R$ 1.848.105,00","R$ 1.848.105,00",Grupo_3,3.3.90.40.001,1.501.0000,CD,Existente / Aditivo,5,4,3,4,240
2787,-,536,2787-Manutenção de soluções corporativas de TIC,,,,,,,,,,,Fernando Videira Duarte,Contratação de empresa para fornecimento de Licenciamento Microsoft (Windows Server e SQL Server),Anual,01,"R$ 1.793.334,00","R$ 1.793.334,00",Grupo_3,3.3.90.40.001,1.501.0000,CD,Existente / Aditivo,5,4,3,3,180
2787,-,536,2787-Manutenção de soluções corporativas de TIC,,,,,,,,,,,Fernando Videira Duarte,Contratação de empresa especializada para provimento de serviços em Nuvem Pública,Mensal,12,"R$ 20.000,00","R$ 240.000,00",Grupo_3,3.3.90.40.001,1.501.0000,OD,Novo a contratar 2024,5,3,3,3,135
2787,-,536,2787-Manutenção de soluções corporativas de TIC,,,,,,,,,,,Fernando Videira Duarte,Contratação de solução de APM,Unidade,01,"R$ 1.600.000,00","R$ 1.600.000,00",Grupo_4,4.4.90.40.008,1.501.0000,MaisMT,Existente / Aditivo,5,3,3,3,135
2787,-,536,2787-Manutenção de soluções corporativas de TIC,,,,,,,,,,,Fernando Videira Duarte,Contratação de seviços especializados para solução de APM,Unidade,600,"R$ 420,00","R$ 252.000,00",Grupo_3,3.3.90.40.001,1.501.0000,MaisMT,Existente / Aditivo,5,3,3,3,135
2787,-,536,2787-Manutenção de soluções corporativas de TIC,,,,,,,,,,,Fernando Videira Duarte,Aquisição de Solução de retenção de backups Data Domain para Disaster Recovery em site secundário,Unidade,02,"R$ 10.000,00","R$ 20.000,00",Grupo_3,3.3.90.40.001,1.501.0000,OD,Novo a contratar 2024,4,3,3,3,108
2787,-,536,2787-Manutenção de soluções corporativas de TIC,,,,,,,,,,,Fernando Videira Duarte,Contratação de empresa especializada na prestação de serviços de operação continuada e sob demanda para soluções de hospedagem de aplicações,Mensal,07,"R$ 10.000,00","R$ 70.000,00",Grupo_3,3.3.90.40.001,1.501.0000,OD,Novo a contratar 2024,5,3,3,3,135
2787,-,536,2787-Manutenção de soluções corporativas de TIC,,,,,,,,,,,,,,,,,,,,,,,,,,0
2787,-,536,2787-Manutenção de soluções corporativas de TIC,,,,,,,,,,,Fernando Videira Duarte,Contratação de Empresa especializada para fornecimento de Soluções e Serviços de Nuvem Privada Oracle,Unidade,01,"R$ 2.040.000,00","R$ 2.040.000,00",Grupo_4,4.4.90.40.008,1.501.0000,OD,Novo a contratar 2024,,,,,0
2787,-,536,2787-Manutenção de soluções corporativas de TIC,2_Manutenção da rede corporativa INFOVIA-MT,02/01/2024,31/12/2024,Ação mantida,Percentual,100,Fernando Videira Duarte,2.1_Administrar rede corporativa e INFOVIA,02/01/2024,31/12/2024,Fernando Videira Duarte,"Manutenção corretiva, preventiva da Rede INFOVIA-mt",Mensal,12,"R$ 36.000,00","R$ 432.000,00",Grupo_3,3.3.90.40.001,1.501.0000,MaisMT,Existente / Aditivo,,,,,0
2787,-,536,2787-Manutenção de soluções corporativas de TIC,,,,,,,,,,,Fernando Videira Duarte,Manter acesso à internet do Sistema Autonomo (AS) - link 1,Mensal,12,"R$ 20.000,00","R$ 240.000,00",Grupo_3,3.3.90.40.001,1.501.0000,CD,Existente / Aditivo,,,,,0
2787,-,536,2787-Manutenção de soluções corporativas de TIC,,,,,,,,,,,Fernando Videira Duarte,Manter acesso à internet do Sistema Autonomo (AS) - link 2,Mensal,12,"R$ 20.000,00","R$ 240.000,00",Grupo_3,3.3.90.40.001,1.501.0000,CD,Existente / Aditivo,,,,,0
2787,-,536,2787-Manutenção de soluções corporativas de TIC,,,,,,,,,,,Fernando Videira Duarte,Expansão de acesso à internet do Sistema Autonomo (AS) - link 1,Mensal,07,"R$ 10.000,00","R$ 70.000,00",Grupo_3,3.3.90.40.001,1.501.0000,OD,Novo a contratar 2024,,,,,
2787,-,536,2787-Manutenção de soluções corporativas de TIC,,,,,,,,,,,Fernando Videira Duarte,Equipamento para Expansão de acesso à internet do Sistema Autonomo (AS) - link 1,Unidade,01,"R$ 10.000,00","R$ 10.000,00",Grupo_4,4.4.90.40.008,1.759.0000,OD,Novo a contratar 2024,,,,,
2787,-,536,2787-Manutenção de soluções corporativas de TIC,,,,,,,,,,,Fernando Videira Duarte,Expansão de acesso à internet do Sistema Autonomo (AS) - link 2,Mensal,07,"R$ 10.000,00","R$ 70.000,00",Grupo_3,3.3.90.40.001,1.501.0000,OD,Novo a contratar 2024,,,,,
2787,-,536,2787-Manutenção de soluções corporativas de TIC,,,,,,,,,,,Fernando Videira Duarte,Equipamento para Expansão de acesso à internet do Sistema Autonomo (AS) - link 2,Unidade,01,"R$ 10.000,00","R$ 10.000,00",Grupo_4,4.4.90.40.008,1.501.0000,OD,Novo a contratar 2024,,,,,
2787,-,536,2787-Manutenção de soluções corporativas de TIC,3_Manutenção de softwares aplicativos,02/01/2024,31/12/2024, Software disponibilizado,Percentual,100,Robson Silva Dolores Dias,3.1_Manter Softwares,02/01/2024,31/12/2024,Robson Silva Dolores Dias,"Manter a subscrição, suporte e atualização das ferramentas Genexus",Anual,01,"R$ 40.000,00","R$ 40.000,00",Grupo_3,3.3.90.40.001,1.501.0000,CD,Existente / Aditivo,5,5,5,4,500
2787,-,536,2787-Manutenção de soluções corporativas de TIC,,,,,,,,,,,Robson Silva Dolores Dias,"Manter a subscrição, suporte e atualização das ferramentas WorkWithPlus",Anual,01,"R$ 15.000,00","R$ 15.000,00",Grupo_3,3.3.90.40.001,1.501.0000,CD,Existente / Aditivo,5,5,5,4,500
2787,-,536,2787-Manutenção de soluções corporativas de TIC,,,,,,,,,,,Robson Silva Dolores Dias,"Manter a subscrição, suporte e atualização da ferramenta Liferay",Anual,01,"R$ 492.426,00","R$ 492.426,00",Grupo_3,3.3.90.40.001,1.501.0000,CD,Existente / Aditivo,5,5,5,5,625
2787,-,536,2787-Manutenção de soluções corporativas de TIC,,,,,,,,,,,Robson Silva Dolores Dias,"Manter a subscrição, suporte e atualização da ferramenta Liferay",Anual,01,"R$ 167.124,00","R$ 167.124,00",Grupo_3,3.3.90.40.001,1.500.0000,CD,Existente / Aditivo,5,5,5,5,625
2787,-,536,2787-Manutenção de soluções corporativas de TIC,,,,,,,,,,,Robson Silva Dolores Dias,"Manter a subscrição, suporte e atualização da ferramenta Liferay",Anual,01,"R$ 450,00","R$ 450,00",Grupo_3,3.3.90.40.001,1.759.0000,CD,Existente / Aditivo,5,5,5,5,625
2787,-,536,2787-Manutenção de soluções corporativas de TIC,,,,,,,,,,,Robson Silva Dolores Dias,Manter a subscrição da ferramenta GitKraken,Unidade,01,"R$ 20.000,00","R$ 20.000,00",Grupo_3,3.3.90.40.001,1.501.0000,OD,Novo a contratar 2024,5,5,5,5,625
2787,-,536,2787-Manutenção de soluções corporativas de TIC,4_Provimento de ferramentas para desenvolvimento e sustentação de software,02/01/2024,31/12/2024,Ferramentas disponibilizadas,Percentual,100,Robson Silva Dolores Dias,4.1_Disponibilizar ferramentas de desenvolvimento de software,02/01/2024,31/12/2024,Robson Silva Dolores Dias,Provimento de ferramentas para desenvolvimento e sustentação de software (Intellij),Unidade,01,"R$ 120.000,00","R$ 120.000,00",Grupo_3,3.3.90.40.001,1.759.0000,CD,Existente / Aditivo,5,5,5,5,625
2787,-,536,2787-Manutenção de soluções corporativas de TIC,,,,,,,,,,,Robson Silva Dolores Dias,"Disponibilizar ferramentas de desenvolvimento de software Low-code:  Licença de GXserver Small Business, licenças Genexus Professional Edition, licenças Gerador Java para Genexus, licenças de Work With Plus",Unidade,01,"R$ 30.000,00","R$ 30.000,00",Grupo_3,3.3.90.40.001,1.759.0000,CD,Existente / Aditivo,5,5,5,5,625
2787,-,536,2787-Manutenção de soluções corporativas de TIC,,,,,,,,,,,Robson Silva Dolores Dias,"Contratação de serviço técnico especializado, continuado, na modalidade de fábrica de software para sustentação, desenvolvimento e melhorias de Sistemas de Informação, utilizando metodologia e práticas ágeis",Unidade,01,"R$ 10.000.000,00","R$ 10.000.000,00",Grupo_3,3.3.90.40.001,1.501.0000,CD,Existente / Aditivo,5,5,5,5,625
2787,-,536,2787-Manutenção de soluções corporativas de TIC,,,,,,,,,,,Robson Silva Dolores Dias,Consultoria Liferay,Unidade,832,"R$ 400,00","R$ 332.800,00",Grupo_3,3.3.90.40.001,1.759.0000,OD,Existente / Aditivo,,,,,0
2787,-,536,2787-Manutenção de soluções corporativas de TIC,,,,,,,,,,,Robson Silva Dolores Dias,Ferramenta Automação do processo de desenvolvimento de software (devops),Unidade,01,"R$ 30.000,00","R$ 30.000,00",Grupo_4,4.4.90.40.008,1.759.0000,OD,Novo a contratar 2024,,,,,0
2787,-,536,2787-Manutenção de soluções corporativas de TIC,,,,,,,,,,,Robson Silva Dolores Dias,Consultoria na solução de automação do processo de desenvolvimento de software (devops),Unidade,01,"R$ 40.000,00","R$ 40.000,00",Grupo_3,3.3.90.40.001,1.759.0000,OD,Novo a contratar 2024,,,,,0
2787,-,536,2787-Manutenção de soluções corporativas de TIC,5_Disponibilização da central de serviços,02/01/2024,31/12/2024,Sistema implantado ,Percentual,100,"Fernando César Pereira Bonfim
",5.1_Manter Central de Serviços,02/01/2024,31/12/2024,Fernando César Pereira Bonfim,Atualização e suporte Ferramenta de Segurança Lógica de Infraestrutura na MTI - Antivirus,Anual,01,"R$ 10.000,00","R$ 10.000,00",Grupo_4,4.4.90.52.014,1.501.0000,CD,Existente / Aditivo,5,5,5,5,625
2787,-,536,2787-Manutenção de soluções corporativas de TIC,,,,,,,,,,,Fernando César Pereira Bonfim,Contratação de serviços terceiros  em atendimentos de chamados nível 1 para atendimento à MTI,Anual,01,"R$ 300.000,00","R$ 300.000,00",Grupo_3,3.3.90.40.001,1.759.0000,CD,Existente / Aditivo,5,4,4,4,320
2787,-,536,2787-Manutenção de soluções corporativas de TIC,,,,,,,,,,,Fernando César Pereira Bonfim,Contratação de serviços terceiros  em atendimentos de chamados nível 2 (analista de redes/infraestrutura) para atendimento à MTI,Mensal,12,"R$ 27.000,00","R$ 324.000,00",Grupo_3,3.3.90.40.001,1.759.0000,CD,Existente / Aditivo,5,4,3,3,180
2787,-,536,2787-Manutenção de soluções corporativas de TIC,6_Provimento de ferramentas para segurança cibernética,02/01/2024,31/12/2024,Ferramentas disponibilziadas,Percentual,100,Saffyk Vicuna,6.1_Disponibilziar ferramentas de segurança cibernética,02/01/2024,31/12/2024,Saffyk Vicuna,"Manter Licenciamento e suporte
Solução de Segurança de redes da
Infovia",Unidade,01,"R$ 8.000,00","R$ 8.000,00",Grupo_4,4.4.90.40.008,1.501.0000,CD,Existente / Aditivo,,,,,0
2787,-,536,2787-Manutenção de soluções corporativas de TIC,,,,,,,,,,,Saffyk Vicuna,"Manter Serviços e Suporte
Solução de Segurança de redes da
Infovia",Mensal,07,"R$ 8.000,00","R$ 56.000,00",Grupo_3,3.3.90.40.001,1.759.0000,OD,Novo a contratar 2024,,,,,0
2787,-,536,2787-Manutenção de soluções corporativas de TIC,,,,,,,,,,,,,,,,,,,,,,,,,,0
2787,-,536,2787-Manutenção de soluções corporativas de TIC,,,,,,,,,,,Saffyk Vicuna,Contratação de Ferramentas de Segurança analise vulnerabilidade (Expansão),Unidade,01,"R$ 20.000,00","R$ 20.000,00",Grupo_3,3.3.90.40.001,1.759.0000,OD,Novo a contratar 2024,4,3,3,4,144
